ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
791,791,301736107,313391975,409679907
792,792,270347686,280273366,367006353
793,793,275462522,286795544,376751318
794,794,279539462,289826698,381331459
795,795,256886834,266224699,352460543
796,796,275414050,286415206,375812239
797,797,281083790,294507754,377539963
798,798,269574876,279830152,366742912
799,799,280809885,291211663,378260411
800,800,295776428,306805353,401490663
801,801,265119890,275692775,360795017
802,802,278192001,287254719,377680843
803,803,282680468,287917616,380572298
804,804,293297497,301731466,398444625
805,805,282543691,294390420,388910692
806,806,274992052,284715352,371916051
807,807,288811295,302883374,395272925
808,808,288946377,296468516,392757896
809,809,278461170,290697657,376959899
810,810,268682784,275355833,367848439
811,811,254414111,261147545,348162608
812,812,271134557,280855087,367957203
813,813,282622388,287605104,389412728
814,814,272416884,281202089,370546516
815,815,307655065,314832375,416719009
816,816,277992068,289964652,374605370
817,817,311668333,321678653,421154209
818,818,278002941,291132509,380939270
819,819,299693849,310153776,405882827
820,820,283605692,293239080,385356268
821,821,283137999,292119438,385493595
822,822,281689859,295004524,383736757
823,823,289431092,299280718,391276145
824,824,291902614,303254981,395808615
825,825,293661741,305910618,397330987
826,826,274984603,283925040,377989150
827,827,306015817,313869572,413365687
828,828,302255509,311565309,410933191
829,829,283414670,294763012,384269979
830,830,294951450,301254885,403794482
831,831,277129736,286202988,374016508
832,832,282489412,290083015,387754823
833,833,287778387,294691577,389612217
834,834,306446495,317162997,413512025
835,835,304140368,314748089,411491414
836,836,279676939,296266664,376270688
837,837,295401680,306490003,397738162
838,838,275554369,286116372,373752770
839,839,301077046,310153831,408021460
840,840,302425500,316760632,405236622
841,841,300964258,309470076,408249851
842,842,294748665,308197258,392945125
843,843,298734553,313907673,400681426
844,844,297696699,306785616,404626596
845,845,297293810,304439402,399016550
846,846,304997235,313311671,414298705
847,847,278762471,289146156,377747935
848,848,305049716,318524391,410436454
849,849,324601181,337783408,435995144
850,850,265699732,274549697,361746394
851,851,283420955,294695519,379545805
852,852,289732616,304346274,394866305
853,853,308398927,323575994,416477088
854,854,276318182,291853156,375163809
855,855,287491139,298457294,390335031
856,856,297624064,306098966,406236505
857,857,297356138,308716692,401156283
858,858,290430354,300253392,393405476
859,859,281614100,293290975,384196260
860,860,301589097,312356191,406792895
861,861,312100779,326371526,425510834
862,862,302935583,319892013,415064180
